UID,top_rec
5264,"[{89: 5.540699670893384}, [89, 86, 94, 91, 97, 82, 8, 60, 95, 96]]"
5265,"[{10: 4.048348173180688}, [10, 47, 22, 34, 26, 56, 55, 6, 25, 72]]"
5266,"[{36: 3.3900164489816147}, [36, 35, 42, 49, 26, 12, 76, 27, 11, 83]]"
5267,"[{27: -1.3872745261423938}, [27, 5, 19, 35, 10, 48, 32, 61, 69, 76]]"
5268,"[{21: 10.0}, [21, 100, 80, 12, 73, 72, 83, 66, 85, 78]]"
5269,"[{49: 7.08410940624322}, [49, 32, 68, 47, 79, 19, 34, 25, 99, 38]]"
5270,"[{89: 1.9992165759125373}, [89, 36, 10, 91, 68, 72, 93, 76, 88, 95]]"
5271,"[{89: 4.588157104322593}, [89, 90, 68, 47, 97, 82, 32, 63, 93, 78]]"
5272,"[{37: 6.347010505885647}, [37, 6, 27, 48, 23, 66, 28, 32, 30, 95]]"
5273,"[{89: 4.455067336976292}, [89, 78, 53, 72, 27, 50, 93, 76, 49, 83]]"
5274,"[{89: 4.162503805718}, [89, 50, 53, 93, 47, 28, 76, 72, 6, 87]]"
5275,"[{68: 6.16749691823988}, [68, 29, 39, 34, 27, 57, 7, 58, 44, 85]]"
5276,"[{76: -1.921021808798913}, [76, 72, 36, 84, 53, 96, 78, 81, 54, 77]]"
5277,"[{89: 2.3261222082343362}, [89, 32, 76, 42, 72, 91, 83, 93, 81, 61]]"
5278,"[{26: 2.806611868561225}, [26, 56, 69, 35, 29, 89, 49, 60, 27, 91]]"
5279,"[{42: 8.154834091334541}, [42, 22, 26, 100, 6, 36, 34, 56, 32, 68]]"
5280,"[{27: 5.5323626334017275}, [27, 78, 89, 72, 76, 80, 73, 93, 87, 88]]"
5281,"[{53: 4.23367505646607}, [53, 89, 56, 6, 46, 10, 26, 72, 76, 22]]"
5282,"[{89: 2.1165704663017264}, [89, 49, 62, 29, 88, 93, 72, 76, 97, 96]]"
5283,"[{31: 4.874891296140907}, [31, 50, 72, 6, 62, 32, 73, 26, 45, 46]]"
5284,"[{89: 7.462333462190487}, [89, 72, 54, 93, 82, 42, 92, 45, 19, 95]]"
5285,"[{27: 7.7227120798308615}, [27, 100, 6, 66, 48, 68, 89, 76, 20, 15]]"
5286,"[{89: 5.514090757591146}, [89, 94, 88, 66, 91, 81, 97, 86, 72, 93]]"
5287,"[{18: 5.715436157246327}, [18, 16, 1, 67, 50, 29, 23, 43, 3, 11]]"
5288,"[{2: 1.4400600879311594}, [2, 1, 56, 89, 37, 69, 45, 54, 97, 91]]"
5289,"[{89: 2.450891014829652}, [89, 62, 72, 76, 68, 93, 61, 65, 88, 83]]"
5290,"[{89: 2.9962224760197915}, [89, 47, 32, 72, 6, 76, 93, 88, 83, 81]]"
5291,"[{27: 2.691553006682743}, [27, 36, 89, 21, 72, 34, 49, 81, 10, 12]]"
5292,"[{89: 2.1555632998754426}, [89, 10, 94, 49, 86, 88, 97, 81, 91, 96]]"
5293,"[{89: 1.6354946416967233}, [89, 72, 1, 35, 88, 97, 93, 76, 10, 45]]"
5294,"[{80: 8.706855527230198}, [80, 78, 77, 27, 66, 21, 49, 42, 36, 68]]"
5295,"[{50: 2.0681799957673053}, [50, 1, 32, 2, 60, 49, 54, 11, 76, 13]]"
5296,"[{50: 4.029976859113843}, [50, 89, 83, 76, 72, 65, 31, 98, 93, 78]]"
5297,"[{50: 5.421582061074304}, [50, 48, 68, 35, 40, 46, 60, 2, 41, 76]]"
5298,"[{62: 5.1600451463075885}, [62, 10, 66, 38, 89, 28, 56, 1, 12, 26]]"
5299,"[{10: 4.267386780388268}, [10, 31, 50, 14, 6, 48, 62, 49, 67, 24]]"
5300,"[{96: 5.194356202965888}, [96, 76, 91, 72, 87, 73, 62, 93, 36, 92]]"
5301,"[{89: 4.307392959119113}, [89, 49, 35, 76, 50, 93, 72, 42, 91, 83]]"
5302,"[{29: 6.782846775764007}, [29, 69, 89, 10, 49, 38, 2, 48, 97, 63]]"
5303,"[{38: 4.779455158725193}, [38, 96, 68, 9, 37, 23, 18, 29, 26, 72]]"
5304,"[{62: 2.7310785285811243}, [62, 66, 89, 93, 72, 76, 34, 96, 10, 55]]"
5305,"[{54: 2.261465487229762}, [54, 6, 88, 36, 82, 56, 87, 19, 78, 12]]"
5306,"[{98: 1.5188917324099482}, [98, 81, 77, 85, 11, 96, 46, 48, 99, 94]]"
5307,"[{90: 1.7664337630939788}, [90, 19, 84, 86, 68, 89, 94, 82, 99, 93]]"
5308,"[{89: 6.517015858837825}, [89, 35, 32, 54, 53, 69, 93, 72, 27, 66]]"
5309,"[{29: 6.866124071964249}, [29, 83, 85, 52, 53, 26, 36, 82, 14, 40]]"
5310,"[{50: -0.9221946352076009}, [50, 8, 53, 72, 81, 76, 78, 80, 73, 83]]"
5311,"[{31: 2.837914610661254}, [31, 89, 72, 76, 69, 54, 80, 21, 73, 32]]"
5312,"[{50: 6.158889291100694}, [50, 60, 100, 10, 85, 83, 82, 89, 14, 90]]"
5313,"[{27: 6.5171468264067585}, [27, 36, 61, 68, 89, 38, 78, 72, 34, 80]]"
5314,"[{89: 1.676986031232987}, [89, 32, 10, 78, 72, 3, 1, 66, 76, 81]]"
5315,"[{22: 1.068242696755037}, [22, 34, 94, 37, 14, 88, 3, 32, 67, 44]]"
5316,"[{62: 4.828076995509058}, [62, 56, 36, 53, 66, 42, 61, 28, 65, 63]]"
5317,"[{50: 1.2861031880620695}, [50, 29, 36, 72, 87, 81, 53, 83, 89, 76]]"
5318,"[{10: 4.639825894108112}, [10, 32, 46, 56, 66, 60, 11, 7, 21, 65]]"
5319,"[{89: 5.555156140760842}, [89, 7, 23, 48, 32, 91, 90, 95, 82, 97]]"
5320,"[{72: 2.5875970675297997}, [72, 53, 35, 89, 36, 76, 69, 83, 68, 62]]"
5321,"[{78: 2.0866606446757707}, [78, 89, 76, 77, 80, 96, 72, 87, 88, 92]]"
5322,"[{29: 1.2370632188037038}, [29, 66, 81, 27, 83, 95, 73, 80, 77, 86]]"
5323,"[{31: 7.030591704303523}, [31, 62, 21, 49, 11, 14, 12, 89, 72, 100]]"
5324,"[{8: 5.410381188157242}, [8, 97, 56, 46, 92, 76, 21, 82, 66, 40]]"
5325,"[{29: 7.848914773280288}, [29, 35, 49, 32, 69, 39, 68, 42, 36, 56]]"
5326,"[{89: 2.925802163691597}, [89, 76, 93, 87, 72, 88, 92, 81, 78, 29]]"
5327,"[{62: 7.595513613659666}, [62, 49, 47, 50, 53, 22, 84, 97, 88, 91]]"
5328,"[{89: 3.2276774472579515}, [89, 62, 78, 95, 84, 90, 7, 96, 76, 49]]"
5329,"[{89: 2.543653264912735}, [89, 1, 32, 88, 66, 53, 94, 86, 91, 87]]"
5330,"[{29: 2.9298866753334503}, [29, 56, 47, 12, 28, 6, 34, 55, 3, 82]]"
5331,"[{27: 3.723909044339229}, [27, 31, 80, 73, 50, 53, 72, 76, 100, 78]]"
5332,"[{36: 2.0782275526789427}, [36, 89, 91, 27, 81, 88, 72, 21, 93, 96]]"
5333,"[{89: 1.7422111046947029}, [89, 76, 93, 81, 72, 95, 66, 87, 88, 83]]"
5334,"[{82: 7.446821536569565}, [82, 64, 86, 47, 91, 89, 48, 22, 41, 42]]"
5335,"[{89: 0.942689847906883}, [89, 19, 91, 97, 36, 93, 96, 76, 49, 72]]"
5336,"[{89: 4.726387346703788}, [89, 28, 32, 91, 94, 93, 27, 76, 97, 82]]"
5337,"[{35: 2.909780360731151}, [35, 89, 88, 72, 87, 76, 93, 81, 91, 83]]"
5338,"[{69: 6.208818137024048}, [69, 31, 61, 89, 2, 38, 72, 88, 81, 22]]"
5339,"[{54: 9.363570938796553}, [54, 61, 62, 11, 48, 69, 56, 21, 53, 89]]"
5340,"[{89: 4.550226174674044}, [89, 72, 27, 88, 78, 68, 36, 93, 76, 83]]"
5341,"[{89: 1.9598080133434679}, [89, 76, 83, 93, 72, 87, 91, 81, 88, 97]]"
5342,"[{10: 5.4698393533960905}, [10, 28, 11, 59, 24, 6, 25, 42, 45, 36]]"
5343,"[{36: 3.1354622630737987}, [36, 68, 48, 50, 31, 46, 38, 3, 72, 21]]"
5344,"[{89: 2.620547048728171}, [89, 96, 76, 93, 62, 78, 77, 94, 92, 84]]"
5345,"[{62: 3.714264206486341}, [62, 89, 66, 72, 29, 93, 47, 76, 83, 91]]"
5346,"[{50: 6.058982042233546}, [50, 29, 89, 48, 12, 6, 28, 93, 38, 83]]"
5347,"[{54: 7.878575170483027}, [54, 61, 49, 29, 72, 21, 42, 80, 89, 76]]"
5348,"[{89: 4.920528292387019}, [89, 94, 88, 86, 91, 68, 87, 54, 84, 47]]"
5349,"[{89: 0.2843028883100618}, [89, 81, 60, 31, 72, 40, 100, 88, 93, 85]]"
5350,"[{68: 3.4960150761438467}, [68, 62, 89, 66, 93, 94, 84, 76, 88, 86]]"
5351,"[{50: 2.553802335864149}, [50, 36, 35, 27, 72, 93, 87, 83, 76, 11]]"
5352,"[{89: 3.322205438716717}, [89, 32, 38, 91, 94, 96, 93, 86, 97, 76]]"
5353,"[{35: 5.132791164203368}, [35, 38, 29, 98, 72, 10, 66, 83, 1, 100]]"
5354,"[{32: 3.859882553855391}, [32, 89, 29, 66, 72, 76, 88, 61, 56, 93]]"
5355,"[{35: 6.590916213188722}, [35, 65, 89, 72, 93, 91, 76, 81, 88, 38]]"
5356,"[{73: 4.5859496594165705}, [73, 80, 61, 78, 72, 49, 89, 100, 65, 5]]"
5357,"[{36: 5.675713034333974}, [36, 46, 65, 56, 81, 76, 80, 100, 79, 98]]"
5358,"[{62: 7.908749681015355}, [62, 35, 31, 54, 72, 89, 80, 93, 76, 26]]"
5359,"[{89: 4.1192560249440975}, [89, 96, 66, 94, 76, 88, 92, 93, 50, 27]]"
5360,"[{89: 2.4459021548420297}, [89, 29, 49, 81, 72, 88, 93, 76, 97, 10]]"
5361,"[{100: 4.075241285768159}, [100, 83, 21, 98, 42, 5, 72, 80, 85, 81]]"
5362,"[{5: -0.3410949170817168}, [5, 13, 31, 41, 51, 93, 42, 97, 94, 98]]"
5363,"[{89: 3.3572623639991743}, [89, 32, 35, 72, 68, 66, 93, 76, 88, 97]]"
5364,"[{31: 4.742267537708593}, [31, 100, 3, 89, 48, 17, 40, 12, 93, 1]]"
5365,"[{50: 7.562594449704285}, [50, 27, 36, 21, 39, 12, 40, 100, 72, 2]]"
5366,"[{90: 2.7587133220323943}, [90, 82, 91, 93, 78, 97, 76, 36, 72, 94]]"
5367,"[{89: 3.408051784554449}, [89, 93, 90, 48, 47, 84, 66, 82, 78, 61]]"
5368,"[{11: 5.867145914720529}, [11, 89, 61, 31, 65, 42, 53, 28, 3, 100]]"
5369,"[{78: 5.3691850766249}, [78, 47, 6, 73, 89, 80, 77, 36, 76, 93]]"
5370,"[{62: 6.424606009363714}, [62, 29, 54, 11, 48, 38, 56, 21, 10, 89]]"
5371,"[{89: 4.576728146954423}, [89, 76, 73, 93, 36, 80, 87, 77, 83, 100]]"
5372,"[{89: 4.432161262692704}, [89, 72, 53, 93, 61, 96, 88, 54, 6, 87]]"
5373,"[{50: 5.190105605429116}, [50, 12, 26, 45, 65, 3, 89, 34, 72, 76]]"
5374,"[{65: 2.9216750472270023}, [65, 27, 29, 56, 31, 42, 72, 3, 67, 39]]"
5375,"[{87: 3.6600750638259893}, [87, 77, 85, 96, 93, 95, 1, 83, 50, 61]]"
5376,"[{89: 0.7244273085793695}, [89, 81, 87, 72, 76, 93, 88, 91, 31, 96]]"
5377,"[{49: 2.333726477096217}, [49, 66, 89, 61, 56, 76, 48, 27, 96, 93]]"
5378,"[{21: 5.867922261216221}, [21, 32, 31, 61, 14, 54, 83, 78, 72, 80]]"
5379,"[{89: 2.381945378848913}, [89, 50, 72, 93, 76, 32, 87, 88, 81, 91]]"
5380,"[{89: 4.159257146544237}, [89, 55, 50, 38, 6, 10, 93, 88, 72, 91]]"
5381,"[{32: 5.689980751819481}, [32, 54, 49, 27, 89, 61, 72, 14, 6, 76]]"
5382,"[{8: 1.4767962814128623}, [8, 81, 5, 86, 95, 88, 9, 91, 94, 87]]"
5383,"[{94: 2.576255998612004}, [94, 86, 95, 89, 91, 96, 93, 44, 87, 92]]"
5384,"[{81: 2.6222121431975114}, [81, 50, 36, 87, 100, 55, 40, 31, 72, 88]]"
5385,"[{89: 5.508201972339981}, [89, 49, 47, 76, 72, 14, 83, 93, 21, 46]]"
5386,"[{89: 5.50900453514949}, [89, 94, 86, 10, 49, 55, 91, 16, 95, 96]]"
5387,"[{35: 7.374910858240355}, [35, 27, 54, 81, 61, 32, 72, 89, 1, 100]]"
5388,"[{65: 6.485908650152428}, [65, 26, 100, 72, 83, 98, 22, 39, 34, 61]]"
5389,"[{89: 2.853789330532092}, [89, 29, 49, 54, 53, 72, 62, 68, 76, 93]]"
5390,"[{50: 6.268220299239245}, [50, 49, 36, 89, 2, 72, 42, 76, 88, 97]]"
5391,"[{21: 4.316657916270312}, [21, 72, 81, 89, 80, 87, 61, 88, 66, 93]]"
5392,"[{29: 4.153306881985423}, [29, 36, 38, 50, 60, 65, 48, 53, 61, 14]]"
5393,"[{27: 6.194889624629437}, [27, 69, 45, 21, 12, 44, 23, 54, 33, 100]]"
5394,"[{89: 3.308254406262149}, [89, 10, 68, 81, 27, 88, 91, 94, 1, 93]]"
5395,"[{10: 4.819433966305304}, [10, 44, 29, 38, 53, 46, 9, 26, 69, 60]]"
5396,"[{32: 7.03767903581914}, [32, 36, 89, 46, 72, 14, 65, 2, 76, 88]]"
5397,"[{32: 4.458644239927351}, [32, 29, 89, 8, 11, 72, 93, 40, 88, 76]]"
5398,"[{76: 4.233101761693154}, [76, 88, 10, 80, 79, 35, 42, 62, 23, 2]]"
5399,"[{89: 2.4708122020450993}, [89, 93, 27, 78, 76, 73, 94, 19, 80, 91]]"
5400,"[{97: 0.6618843075937489}, [97, 21, 46, 56, 71, 38, 23, 43, 1, 59]]"
5401,"[{36: 5.9083372891048125}, [36, 69, 26, 89, 28, 38, 78, 88, 100, 96]]"
5402,"[{77: 5.051034133317529}, [77, 82, 94, 90, 88, 96, 73, 92, 86, 84]]"
5403,"[{53: 4.399892819426748}, [53, 72, 80, 83, 49, 76, 98, 73, 89, 100]]"
5404,"[{96: 4.72949939548146}, [96, 61, 31, 89, 50, 91, 92, 72, 25, 35]]"
5405,"[{36: 6.519109976821441}, [36, 62, 11, 32, 10, 35, 29, 5, 6, 1]]"
5406,"[{89: 3.9121107260740997}, [89, 93, 76, 80, 73, 72, 78, 68, 87, 100]]"
5407,"[{21: 6.72837164538739}, [21, 61, 98, 25, 5, 76, 91, 79, 55, 82]]"
5408,"[{49: 3.453909356983734}, [49, 68, 42, 36, 50, 47, 26, 14, 39, 70]]"
5409,"[{89: 2.7900515771358405}, [89, 54, 36, 69, 76, 83, 42, 91, 72, 93]]"
5410,"[{89: 2.971303046593768}, [89, 55, 78, 61, 91, 95, 8, 93, 87, 94]]"
5411,"[{89: 2.3577253533444686}, [89, 84, 90, 61, 56, 72, 96, 93, 78, 77]]"
5412,"[{67: 1.8862771406613121}, [67, 45, 38, 64, 34, 2, 70, 53, 4, 88]]"
5413,"[{1: -2.13340728752963}, [1, 10, 13, 32, 72, 69, 49, 55, 54, 59]]"
5414,"[{72: 5.219612705498115}, [72, 36, 31, 39, 26, 73, 32, 98, 76, 25]]"
5415,"[{21: 6.101381009100487}, [21, 29, 25, 36, 53, 89, 72, 40, 34, 23]]"
5416,"[{89: 5.1760722818103115}, [89, 93, 76, 72, 53, 96, 92, 90, 78, 97]]"
5417,"[{36: 3.1933315716678736}, [36, 53, 11, 89, 2, 56, 72, 3, 81, 65]]"
5418,"[{42: 6.11919763553097}, [42, 61, 32, 72, 98, 100, 54, 80, 83, 11]]"
5419,"[{69: 5.405679793166756}, [69, 54, 12, 83, 26, 97, 25, 34, 11, 9]]"
5420,"[{36: 2.82174699685779}, [36, 1, 89, 54, 72, 53, 88, 76, 38, 25]]"
5421,"[{89: 3.5412869134179177}, [89, 78, 88, 73, 96, 94, 93, 81, 76, 80]]"
5422,"[{2: 8.328091293466777}, [2, 50, 11, 25, 69, 61, 10, 48, 38, 62]]"
5423,"[{36: 2.7061686961585436}, [36, 35, 2, 55, 40, 27, 12, 49, 97, 72]]"
5424,"[{81: 6.658721310755196}, [81, 29, 25, 12, 72, 45, 46, 53, 80, 6]]"
5425,"[{65: 1.2811515989563957}, [65, 89, 27, 42, 69, 32, 2, 49, 100, 98]]"
5426,"[{89: 3.990055244152887}, [89, 68, 54, 50, 72, 83, 61, 78, 93, 47]]"
5427,"[{10: 2.928306488301783}, [10, 92, 27, 84, 90, 76, 32, 99, 45, 80]]"
5428,"[{66: -2.371665394730049}, [66, 88, 80, 11, 77, 23, 15, 35, 49, 75]]"
5429,"[{21: 4.26834378897859}, [21, 42, 49, 83, 80, 78, 48, 89, 87, 81]]"
5430,"[{89: 3.007762011530227}, [89, 54, 49, 47, 62, 93, 76, 72, 97, 96]]"
5431,"[{29: 6.982676659638751}, [29, 100, 61, 42, 40, 89, 22, 41, 3, 10]]"
5432,"[{96: 3.550545073546249}, [96, 84, 15, 18, 43, 77, 72, 4, 100, 59]]"
5433,"[{65: 2.751589001301996}, [65, 54, 89, 76, 72, 93, 91, 83, 56, 92]]"
5434,"[{89: 0.9499762941075813}, [89, 68, 50, 72, 35, 93, 76, 80, 87, 78]]"
5435,"[{53: 2.0883940206183604}, [53, 34, 66, 35, 1, 32, 38, 59, 48, 39]]"
5436,"[{100: 3.7721095978167254}, [100, 60, 62, 6, 41, 2, 55, 22, 45, 95]]"
5437,"[{89: 0.2533395959061373}, [89, 86, 60, 78, 94, 95, 3, 88, 93, 1]]"
5438,"[{89: 3.1325718146634802}, [89, 78, 72, 50, 73, 83, 76, 100, 77, 68]]"
5439,"[{89: -0.41301668000596004}, [89, 94, 76, 96, 10, 93, 91, 95, 86, 50]]"
5440,"[{26: 3.8013697495165926}, [26, 2, 98, 14, 100, 12, 81, 34, 1, 3]]"
5441,"[{62: 7.82589398657205}, [62, 88, 14, 94, 83, 1, 12, 21, 86, 6]]"
5442,"[{50: 3.7582139923851785}, [50, 89, 35, 8, 91, 95, 93, 81, 96, 88]]"
5443,"[{63: 0.35179458305362177}, [63, 92, 36, 50, 23, 87, 70, 69, 83, 57]]"
5444,"[{53: 4.141065501440891}, [53, 36, 81, 26, 72, 83, 89, 100, 98, 87]]"
5445,"[{89: 0.3870414535537099}, [89, 76, 93, 29, 87, 72, 65, 91, 81, 96]]"
5446,"[{83: 7.145842413471266}, [83, 73, 78, 85, 77, 79, 98, 50, 91, 21]]"
5447,"[{62: 5.769368478244569}, [62, 68, 54, 47, 93, 88, 76, 72, 82, 91]]"
5448,"[{10: 4.575066653383535}, [10, 94, 34, 67, 92, 66, 56, 41, 49, 60]]"
5449,"[{54: 2.263194167778762}, [54, 69, 72, 14, 98, 100, 47, 88, 73, 10]]"
5450,"[{62: 8.544251535209117}, [62, 89, 54, 88, 69, 76, 78, 72, 80, 90]]"
5451,"[{90: 3.036307818041869}, [90, 96, 49, 87, 23, 21, 39, 81, 3, 29]]"
5452,"[{22: 7.501408307248508}, [22, 38, 45, 69, 68, 39, 30, 40, 63, 50]]"
5453,"[{29: 2.3881304382263364}, [29, 65, 72, 80, 87, 14, 89, 56, 85, 76]]"
5454,"[{89: 1.3287463223232658}, [89, 11, 81, 10, 40, 21, 91, 60, 83, 1]]"
5455,"[{15: 3.461336919287721}, [15, 29, 44, 1, 27, 37, 89, 95, 57, 94]]"
5456,"[{42: 4.90201542711213}, [42, 83, 39, 65, 32, 78, 14, 72, 76, 12]]"
5457,"[{36: 4.5131744199279735}, [36, 89, 29, 78, 83, 85, 48, 73, 21, 72]]"
5458,"[{89: 3.0882604596552574}, [89, 72, 69, 76, 83, 49, 81, 93, 87, 12]]"
5459,"[{21: 3.9582690608663924}, [21, 89, 72, 39, 46, 12, 76, 48, 11, 83]]"
5460,"[{89: 3.407092909501889}, [89, 94, 68, 86, 91, 48, 29, 88, 96, 76]]"
5461,"[{76: 0.37028602526582854}, [76, 86, 95, 62, 38, 69, 49, 90, 7, 61]]"
5462,"[{14: 3.9415919323700983}, [14, 10, 46, 6, 72, 50, 81, 38, 54, 100]]"
5463,"[{62: 4.854791788216936}, [62, 65, 89, 68, 72, 93, 76, 83, 56, 14]]"
5464,"[{27: 5.2639820470398595}, [27, 50, 31, 72, 49, 35, 78, 29, 6, 45]]"
5465,"[{47: 5.3473610157376665}, [47, 68, 89, 28, 76, 72, 97, 96, 65, 53]]"
5466,"[{97: 4.167962129181214}, [97, 91, 93, 16, 32, 76, 82, 67, 84, 1]]"
5467,"[{89: 3.852506652427582}, [89, 27, 54, 1, 61, 28, 88, 60, 38, 10]]"
5468,"[{89: 7.880639396932855}, [89, 54, 91, 97, 81, 61, 53, 69, 20, 46]]"
5469,"[{27: 4.194738470192307}, [27, 85, 84, 91, 28, 5, 31, 96, 82, 71]]"
5470,"[{69: 6.037343567624461}, [69, 56, 72, 89, 76, 29, 96, 88, 92, 63]]"
5471,"[{62: 8.28280890228821}, [62, 21, 68, 35, 61, 69, 100, 38, 5, 70]]"
5472,"[{35: 4.965962489540944}, [35, 36, 49, 68, 89, 27, 76, 78, 42, 93]]"
5473,"[{89: 4.714399223110824}, [89, 32, 54, 49, 97, 93, 88, 76, 66, 96]]"
5474,"[{32: 6.518879495129088}, [32, 69, 61, 89, 29, 6, 39, 95, 92, 5]]"
5475,"[{21: 6.038071264332213}, [21, 25, 41, 100, 81, 29, 34, 65, 12, 35]]"
5476,"[{25: 5.745350240667064}, [25, 26, 46, 14, 92, 31, 65, 72, 76, 63]]"
5477,"[{10: 2.7668514360660534}, [10, 55, 4, 1, 86, 94, 39, 24, 81, 75]]"
5478,"[{89: 3.0710088655087535}, [89, 38, 50, 72, 76, 78, 41, 59, 3, 23]]"
5479,"[{32: 2.7533159333614337}, [32, 89, 21, 91, 87, 79, 13, 1, 18, 15]]"
5480,"[{68: 5.771160619183082}, [68, 62, 72, 78, 48, 77, 71, 54, 73, 35]]"
5481,"[{27: 5.206907198074228}, [27, 32, 72, 83, 89, 81, 61, 80, 100, 76]]"
5482,"[{62: 4.595231784983966}, [62, 32, 89, 54, 47, 76, 72, 93, 88, 56]]"
5483,"[{10: 3.347866259435823}, [10, 89, 22, 32, 41, 97, 88, 54, 72, 95]]"
5484,"[{29: 0.21561563991022292}, [29, 27, 89, 53, 69, 32, 14, 72, 81, 93]]"
5485,"[{72: 3.1860215559541865}, [72, 100, 83, 98, 22, 76, 66, 49, 69, 52]]"
5486,"[{32: 3.094870611727632}, [32, 31, 39, 89, 72, 81, 11, 45, 52, 85]]"
5487,"[{62: 6.202334421546492}, [62, 66, 69, 47, 29, 42, 31, 21, 81, 79]]"
5488,"[{89: 4.627479084026279}, [89, 80, 35, 76, 69, 72, 73, 88, 93, 5]]"
5489,"[{29: -1.824341006820899}, [29, 97, 93, 76, 96, 21, 42, 85, 60, 26]]"
5490,"[{50: 2.379152357704137}, [50, 10, 60, 38, 53, 32, 87, 14, 61, 51]]"
5491,"[{50: 4.832186985397681}, [50, 36, 10, 1, 45, 35, 89, 2, 12, 6]]"
5492,"[{78: 3.7447850936294436}, [78, 76, 49, 61, 77, 62, 42, 28, 94, 46]]"
5493,"[{62: 1.0989171265050723}, [62, 50, 54, 47, 93, 88, 92, 78, 86, 1]]"
5494,"[{89: 6.326245552369519}, [89, 49, 91, 93, 94, 97, 96, 82, 84, 95]]"
5495,"[{36: 1.3856506694438722}, [36, 53, 89, 69, 93, 91, 72, 1, 21, 87]]"
5496,"[{50: 4.214173709916933}, [50, 29, 5, 2, 53, 35, 48, 40, 1, 89]]"
5497,"[{50: 1.937045459746367}, [50, 1, 11, 35, 100, 86, 46, 95, 42, 76]]"
5498,"[{89: 3.672664225731786}, [89, 96, 92, 95, 93, 94, 76, 66, 88, 78]]"
5499,"[{78: 2.1908473524063643}, [78, 27, 76, 73, 62, 95, 79, 31, 1, 55]]"
5500,"[{56: 6.244162868807529}, [56, 35, 66, 21, 39, 11, 70, 55, 52, 60]]"
5501,"[{50: 8.170069149846826}, [50, 98, 27, 81, 72, 100, 89, 83, 93, 76]]"
5502,"[{50: 5.2987011210744095}, [50, 27, 53, 21, 89, 72, 42, 81, 83, 100]]"
5503,"[{73: 8.536395350233217}, [73, 49, 62, 48, 6, 80, 20, 66, 40, 52]]"
5504,"[{86: 5.604847253245513}, [86, 47, 91, 96, 99, 88, 23, 69, 30, 57]]"
5505,"[{50: 3.184671592925225}, [50, 89, 27, 1, 88, 93, 91, 76, 81, 95]]"
5506,"[{35: 7.031921662068653}, [35, 12, 6, 47, 26, 39, 50, 46, 34, 89]]"
5507,"[{27: 3.8909927479646753}, [27, 89, 62, 72, 7, 83, 93, 81, 11, 76]]"
5508,"[{89: 3.198706007061627}, [89, 97, 8, 88, 96, 90, 48, 95, 76, 94]]"
5509,"[{89: 3.39456808513822}, [89, 88, 93, 96, 91, 76, 97, 94, 66, 95]]"
5510,"[{81: -1.5596446081461606}, [81, 72, 89, 76, 73, 78, 15, 100, 77, 53]]"
5511,"[{27: 7.716083706689595}, [27, 31, 32, 72, 88, 54, 78, 89, 40, 1]]"
5512,"[{89: 4.337016311092177}, [89, 35, 68, 1, 97, 38, 66, 96, 93, 63]]"
5513,"[{89: 3.9866242367847704}, [89, 94, 62, 96, 91, 93, 95, 10, 49, 90]]"
5514,"[{29: 1.1635334541573878}, [29, 8, 89, 83, 72, 93, 81, 76, 87, 95]]"
5515,"[{77: 3.6469749630868185}, [77, 79, 80, 76, 90, 93, 86, 75, 84, 82]]"
5516,"[{62: 4.529472711006221}, [62, 36, 11, 82, 93, 59, 40, 60, 86, 69]]"
5517,"[{31: 3.7554818996095025}, [31, 29, 5, 54, 7, 42, 52, 83, 3, 14]]"
5518,"[{53: 6.983344566182488}, [53, 54, 29, 73, 83, 100, 78, 72, 80, 85]]"
5519,"[{89: 2.3716397192213985}, [89, 76, 72, 83, 65, 81, 62, 87, 93, 80]]"
5520,"[{68: 7.733234195761857}, [68, 91, 49, 50, 54, 9, 46, 59, 70, 12]]"
5521,"[{3: -2.7233630808653553}, [3, 97, 50, 55, 19, 36, 38, 84, 88, 90]]"
5522,"[{54: 6.991480398510148}, [54, 6, 72, 38, 81, 71, 39, 21, 57, 7]]"
5523,"[{21: 4.123428249247557}, [21, 89, 36, 35, 91, 93, 66, 96, 81, 78]]"
5524,"[{89: 1.044300995363401}, [89, 29, 76, 72, 93, 49, 97, 81, 88, 8]]"
5525,"[{32: 8.898438779471604}, [32, 54, 48, 66, 56, 86, 90, 1, 71, 64]]"
5526,"[{89: -1.4055784801892148}, [89, 81, 72, 87, 76, 91, 93, 95, 88, 97]]"
5527,"[{53: 6.1342007582483316}, [53, 29, 69, 72, 32, 89, 49, 83, 76, 80]]"
5528,"[{89: 3.1782189481774092}, [89, 15, 86, 95, 9, 94, 55, 88, 96, 91]]"
5529,"[{50: 5.656821972093179}, [50, 96, 29, 94, 98, 86, 31, 55, 70, 2]]"
5530,"[{89: 3.869302851671029}, [89, 50, 35, 93, 91, 94, 72, 76, 88, 97]]"
5531,"[{66: 7.978595196510597}, [66, 69, 54, 61, 21, 72, 92, 91, 11, 98]]"
5532,"[{83: 2.935479152939401}, [83, 54, 72, 76, 98, 49, 89, 81, 56, 93]]"
5533,"[{83: 4.534675980715701}, [83, 96, 54, 20, 61, 66, 63, 42, 31, 11]]"
5534,"[{56: 6.168300269108572}, [56, 66, 53, 38, 46, 10, 12, 27, 72, 11]]"
5535,"[{89: 4.245302531237081}, [89, 50, 93, 48, 11, 90, 36, 47, 95, 84]]"
